0	0.972695	0.434479	0.054609	0.112569
0	0.805508	0.036111	0.072109	0.072222
0	0.897617	0.047639	0.071797	0.095000
0	0.916863	0.034097	0.070805	0.068194
0	0.945035	0.021319	0.051180	0.042639
0	0.877383	0.071458	0.068672	0.097361
0	0.718496	0.269889	0.078867	0.117222
0	0.692617	0.302431	0.079922	0.120417
0	0.637539	0.370903	0.082578	0.128472
0	0.548164	0.482014	0.085391	0.140139
0	0.306398	0.796229	0.053328	0.176403
0	0.468922	0.758188	0.076625	0.202458
0	0.534570	0.749514	0.077891	0.198750
0	0.638766	0.747625	0.063312	0.166083
0	0.728680	0.735653	0.066328	0.160694
0	0.772547	0.730000	0.067219	0.157000
0	0.815859	0.723681	0.067969	0.155694
0	0.859844	0.718681	0.069688	0.155972
0	0.901406	0.712250	0.071250	0.153500
0	0.974516	0.700208	0.050969	0.149472
0	0.831785	0.492313	0.088164	0.136319
0	0.806656	0.525618	0.086281	0.129236
0	0.924648	0.350278	0.082891	0.119722
0	0.946094	0.317500	0.081875	0.116944
0	0.975547	0.250965	0.048906	0.099792
0	0.283898	0.277944	0.079766	0.125194
0	0.319531	0.245833	0.077813	0.121667
0	0.353594	0.214861	0.076406	0.119167
0	0.386016	0.183264	0.074844	0.117361
0	0.447500	0.126111	0.070625	0.111667
0	0.475586	0.098194	0.071016	0.107778
0	0.503867	0.071458	0.070078	0.103750
0	0.531172	0.047778	0.068594	0.095556
0	0.558605	0.034236	0.064664	0.068472
0	0.322891	0.572188	0.083516	0.146458
0	0.358672	0.533889	0.090156	0.153889
0	0.495039	0.381111	0.081484	0.131944
0	0.525664	0.345486	0.080234	0.127917
0	0.555312	0.311528	0.080469	0.123611
0	0.584273	0.278000	0.078125	0.120694
0	0.612266	0.246111	0.077031	0.117222
0	0.639180	0.214722	0.076797	0.113333
0	0.665312	0.184861	0.076094	0.111944
0	0.690273	0.156181	0.074453	0.105417
0	0.715508	0.128472	0.073984	0.103889
0	0.738438	0.101528	0.073125	0.101667
0	0.761445	0.074097	0.073203	0.098750
0	0.783281	0.050208	0.072969	0.096806
