0	0.380466	0.479336	0.063639	0.236356
0	0.316316	0.474025	0.063639	0.236356
0	0.252887	0.473912	0.063639	0.236356
0	0.189188	0.473150	0.063639	0.236356
0	0.126256	0.473475	0.063639	0.236384
0	0.768571	0.051977	0.063459	0.103955
0	0.640752	0.050424	0.063158	0.100847
0	0.576203	0.049040	0.062902	0.097740
0	0.512135	0.049322	0.062887	0.097740
0	0.255594	0.048503	0.060662	0.097006
0	0.192827	0.048729	0.060662	0.097458
0	0.130075	0.049011	0.062857	0.098023
0	0.066820	0.048870	0.058842	0.097740
0	0.017744	0.048432	0.035489	0.096864
0	0.061218	0.711243	0.063639	0.236384
0	0.572827	0.721427	0.063639	0.236356
0	0.767278	0.485071	0.063639	0.236356
0	0.444609	0.480367	0.063624	0.236384
