0	0.487381	0.072033	0.085632	0.072333
0	0.573041	0.070287	0.086250	0.072573
0	0.802739	0.064347	0.103792	0.073227
0	0.888904	0.063113	0.107584	0.072893
0	0.957444	0.061873	0.085112	0.071773
0	0.133919	0.263067	0.118118	0.100800
0	0.230618	0.262333	0.109551	0.099333
0	0.319874	0.261400	0.092275	0.100400
0	0.664860	0.255200	0.111854	0.100480
0	0.762992	0.253733	0.117556	0.099733
0	0.938834	0.251867	0.122331	0.101333
0	0.049544	0.370060	0.099087	0.112920
0	0.528020	0.366000	0.108567	0.114933
0	0.635604	0.364333	0.115590	0.113200
0	0.828441	0.362533	0.124017	0.115467
0	0.528497	0.680053	0.115281	0.172107
0	0.640098	0.680400	0.127107	0.173333
0	0.896039	0.678960	0.178483	0.172320
0	0.245983	0.872240	0.142079	0.204000
