0	0.394887	0.370642	0.106871	0.207951
0	0.308427	0.373579	0.103306	0.203552
0	0.220597	0.373948	0.106032	0.205820
0	0.131274	0.374699	0.104645	0.204317
0	0.453952	0.158757	0.106935	0.204617
0	0.857702	0.161790	0.111694	0.196639
0	0.781363	0.159016	0.106952	0.192896
0	0.653331	0.368142	0.109468	0.205519
0	0.539532	0.160369	0.109645	0.204617
0	0.897395	0.366790	0.104790	0.204617
0	0.702637	0.158115	0.110113	0.194699
0	0.269000	0.849495	0.113871	0.243361
0	0.172411	0.851749	0.114403	0.244262
0	0.077218	0.854180	0.113339	0.241585
